,0
28978,717049 元富PT
28979,71704P 中信UL
28980,71704P 金可元大86售02
28981,71705 永昌Q9
28982,717050 國票PY
28983,717051 元大VT
28984,717052 元大VV
28985,717053 元大VW
28986,717054 富邦WS
28987,717055 中信VE
28988,717056 康和YB
28989,717057 康和YC
28990,717058 UX永豐
28991,717059 UY永豐
28992,71705P Y5永豐
28993,71705P 群聯元大86售02
28994,71706 永昌R1
28995,717060 UZ永豐
28996,717061 VA永豐
28997,717062 群益R4
28998,717063 SU凱基
28999,717064 TQ兆豐
29000,717065 TS兆豐
29001,717066 TT兆豐
29002,717067 TU兆豐
29003,717068 TV兆豐
29004,717069 元大VX
29005,71706P 富邦UP
29006,71706P 群聯元大86售03
29007,71707 新壽U7
29008,717070 元大VY
29009,717071 群益R6
29010,717072 群益R7
29011,717073 群益R8
29012,717074 群益R9
29013,717075 VB永豐
29014,717076 VC永豐
29015,717077 VD永豐
29016,717078 VE永豐
29017,717079 VF永豐
29018,71707P 牧德元大87售02
29019,71707P 群益TS
29020,71708 台証ST
29021,717080 VG永豐
29022,717081 VH永豐
29023,717082 SV凱基
29024,717083 SW凱基
29025,717084 SX凱基
29026,717085 日盛VD
29027,717086 元富PU
29028,717087 元富PV
29029,717088 元富PW
29030,717089 元大VZ
29031,71708P 環球晶元大87售05
29032,71708P 群益TT
29033,71709 兆豐Q7
29034,717090 元大WB
29035,717091 日盛VE
29036,717092 日盛VF
29037,717093 元富PX
29038,717094 元富PY
29039,717095 國票PZ
29040,717096 國泰QZ
29041,717097 國泰RA
29042,717098 國泰RB
29043,717099 群益S2
29044,71709P 元富S5
29045,71709P 環球晶元大87售06
29046,71710 群益PN
29047,717100 群益S3
29048,717101 群益S4
29049,717102 群益S5
29050,717103 群益S6
29051,717104 康和YD
29052,717105 康和YE
29053,717106 VI永豐
29054,717107 VJ永豐
29055,717108 VK永豐
29056,717109 VL永豐
29057,71710P WZ元大
29058,71710P 精華群益87售01
29059,71711 國泰Q5
29060,717110 VM永豐
29061,717111 VN永豐
29062,717112 TW兆豐
29063,717113 TX兆豐
29064,717114 TY兆豐
29065,717115 TZ兆豐
29066,717116 UA兆豐
29067,717117 TJ第一
29068,717118 中信VG
29069,717119 中信VH
29070,71711P 元大P1
29071,71711P 環球晶兆豐87售03
29072,71712 台証SU
29073,717120 元富PZ
29074,717121 康和YH
29075,717122 元大WD
29076,717123 元大WF
29077,717124 群益S8
29078,717125 群益S9
29079,717126 SY凱基
29080,717127 國票QA
29081,717128 中信VJ
29082,717129 中信VK
29083,71712P 元大P7
29084,71712P 穩懋國泰87售01
29085,71713 台証SV
29086,717130 富邦WU
29087,717131 SZ凱基
29088,717132 TA凱基
29089,717133 TB凱基
29090,717134 元大WG
29091,717135 元大WK
29092,717136 康和YK
29093,717137 VP永豐
29094,717138 VQ永豐
29095,717139 VR永豐
29096,71713P 中美晶凱基88售01
29097,71713P 元大P8
29098,71714 大華PQ
29099,717140 VS永豐
29100,717141 元大WP
29101,717142 元大WR
29102,717143 元大WU
29103,717144 元大WY
29104,717145 富邦WV
29105,717146 UB兆豐
29106,717147 UC兆豐
29107,717148 UD兆豐
29108,717149 UE兆豐
29109,71714P 中美晶元大88售01
29110,71714P 日盛SB
29111,71715 大華PR
29112,717150 日盛VG
29113,717151 統一S2
29114,717152 統一S3
29115,717153 統一S4
29116,717154 TC凱基
29117,717155 群益T6
29118,717156 群益T7
29119,717157 群益T8
29120,717158 統一S5
29121,717159 統一S6
29122,71715P 合晶元大88售02
29123,71715P 康和WN
29124,71716 統一QH
29125,717160 統一S7
29126,717161 統一S8
29127,717162 統一S9
29128,717163 TD凱基
29129,717164 TE凱基
29130,717165 TF凱基
29131,717166 TG凱基
29132,717167 康和YL
29133,717168 VT永豐
29134,717169 國票QB
29135,71716P 昂寶國票88售02
29136,71716P 群益TY
29137,71717 永昌R2
29138,717170 富邦WX
29139,717171 富邦WY
29140,717172 日盛VH
29141,717173 日盛VJ
29142,717174 元大TX
29143,717175 元大TY
29144,717176 元大UM
29145,717177 元富QA
29146,717178 元富QB
29147,717179 元富QD
29148,71717P 元富T3
29149,71717P 聯亞群益88售02
29150,71718 元富QB
29151,717180 元富QE
29152,717181 元富QF
29153,717182 元富QG
29154,717183 元大UR
29155,717184 VU永豐
29156,717185 VV永豐
29157,717186 VW永豐
29158,717187 VX永豐
29159,717188 VY永豐
29160,717189 VZ永豐
29161,71718P Z7永豐
29162,71718P 頎邦群益87售01
29163,71719 康和PA
29164,717190 WA永豐
29165,717191 WB永豐
29166,717192 WC永豐
29167,717193 康和YF
29168,717194 P1富邦
29169,717195 富邦WZ
29170,717196 群益U2
29171,717197 群益U3
29172,717198 群益U4
29173,717199 群益U5
29174,71719P 元大Q9
29175,71719P 環球晶永豐87售01
29176,71720 康和PB
29177,717200 群益U6
29178,717201 統一T1
29179,717202 統一T2
29180,717203 統一T3
29181,717204 統一T4
29182,717205 統一T5
29183,717206 TH凱基
29184,717207 TJ凱基
29185,717208 TK凱基
29186,717209 國泰RC
29187,71720P 先豐國票89售01
29188,71720P 凱基ZH
29189,71721 康和PC
29190,717210 元富QH
29191,717211 日盛VM
29192,717212 國票QC
29193,717213 PB元大
29194,717214 元大UU
29195,717215 元大UX
29196,717216 元大VA
29197,717217 元大VD
29198,717218 中信VL
29199,717219 國泰RD
29200,71721P 凱基ZJ
29201,71721P 牧德康和87售01
29202,71722 金鼎PZ
29203,717220 群益U8
29204,717221 群益U9
29205,717222 群益V1
29206,717223 群益V2
29207,717224 群益V3
29208,717225 WE永豐
29209,717226 WF永豐
29210,717227 WG永豐
29211,717228 統一T6
29212,717229 統一T7
29213,71722P 元大R8
29214,71722P 台半元大87售03
29215,71723 永昌R3
29216,717230 統一T8
29217,717231 統一T9
29218,717232 TL凱基
29219,717233 TM凱基
29220,717234 TN凱基
29221,717235 TK第一
29222,717236 TL第一
29223,717237 日盛VN
29224,717238 日盛VP
29225,717239 UF兆豐
29226,71723P 合晶元大8A售02
29227,71723P 統一YG
29228,71724 群益PP
29229,717240 UG兆豐
29230,717241 UH兆豐
29231,717242 UJ兆豐
29232,717243 國票QD
29233,717244 日盛VQ
29234,717245 日盛VR
29235,717246 日盛VS
29236,717247 PC元大
29237,717248 PF元大
29238,717249 TM第一
29239,71724P 富邦UV
29240,71724P 環球晶元大87售09
29241,71725 中信RT
29242,717250 統一U1
29243,717251 統一U2
29244,717252 國泰RE
29245,717253 國泰RF
29246,717254 群益V4
29247,717255 群益V5
29248,717256 群益V6
29249,717257 群益V7
29250,717258 TP凱基
29251,717259 大展R1
29252,71725P 元大S2
29253,71725P 合晶群益87售01
29254,71726 金鼎QA
29255,717260 大展R2
29256,717261 元富QJ
29257,717262 元富QK
29258,717263 元富QL
29259,717264 康和YN
29260,717265 WH永豐
29261,717266 國泰RG
29262,717267 日盛VT
29263,717268 國票QE
29264,717269 PH元大
29265,71726P 元大S5
29266,71726P 環球晶元大87售10
29267,71727 金鼎QB
29268,717270 群益V8
29269,717271 WI永豐
29270,717272 統一U3
29271,717273 統一U4
29272,717274 統一U5
29273,717275 統一U6
29274,717276 統一U7
29275,717277 TQ凱基
29276,717278 日盛VU
29277,717279 日盛VV
29278,71727P 富邦UX
29279,71727P 環球晶元大87售11
29280,71728 金鼎QC
29281,717280 PK元大
29282,717281 PM元大
29283,717282 P2富邦
29284,717283 P3富邦
29285,717284 國泰RH
29286,717285 元富QM
29287,717286 元富QN
29288,717287 元富QP
29289,717288 元富QT
29290,717289 UK兆豐
29291,71728P 牧德元富87售02
29292,71728P 群益UL
29293,71729 金鼎QD
29294,717290 UL兆豐
29295,717291 UM兆豐
29296,717292 UN兆豐
29297,717293 康和YR
29298,717294 WJ永豐
29299,717295 WK永豐
29300,717296 WL永豐
29301,717297 WM永豐
29302,717298 WN永豐
29303,717299 WP永豐
29304,71729P 泰博元富87售02
29305,71729P 群益UM
29306,71730 大華PS
29307,717300 TR凱基
29308,717301 TS凱基
29309,717302 TT凱基
29310,717303 TU凱基
29311,717304 群益V9
29312,717305 群益W1
29313,717306 群益W2
29314,717307 群益W3
29315,717308 群益W4
29316,717309 群益W5
29317,71730P RF兆豐
29318,71730P 環球晶元富87售03
29319,71731 國泰Q6
29320,717310 群益W6
29321,717311 群益W7
29322,717312 群益W8
29323,717313 群益W9
29324,717314 國票QF
29325,717315 國票QG
29326,717316 國票QH
29327,717317 康和YG
29328,717318 康和YS
29329,717319 WQ永豐
29330,71731P RG兆豐
29331,71731P 信昌電群益87售02
29332,71732 康和PD
29333,717320 WR永豐
29334,717321 PW元大
29335,717322 PX元大
29336,717323 PZ元大
29337,717324 QA元大
29338,717325 QB元大
29339,717326 元富QU
29340,717327 元富QV
29341,717328 元富QW
29342,717329 元富QX
29343,71732P RP兆豐
29344,71732P 緯軟元富87售01
29345,71733 康和PE
29346,717330 元富QY
29347,717331 P4富邦
29348,717332 PA群益
29349,717333 PB群益
29350,717334 PC群益
29351,717335 統一U8
29352,717336 統一U9
29353,717337 統一V1
29354,717338 TV凱基
29355,717339 TW凱基
29356,71733P RW兆豐
29357,71733P 中美晶中信89售01
29358,71734 中信RU
29359,717340 日盛VW
29360,717341 日盛VX
29361,717342 P5富邦
29362,717343 QE元大
29363,717344 QF元大
29364,717345 QG元大
29365,717346 QK元大
29366,717347 PD群益
29367,717348 PE群益
29368,717349 PF群益
29369,71734P 大江元大87售03
29370,71734P 康和WY
29371,71735 元大TB
29372,717350 PG群益
29373,717351 元富QZ
29374,717352 元富RA
29375,717353 元富RB
29376,717354 UQ兆豐
29377,717355 UR兆豐
29378,717356 US兆豐
29379,717357 UT兆豐
29380,717358 UU兆豐
29381,717359 康和YU
29382,71735P 群益UR
29383,71735P 雙鴻永豐87售01
29384,71736 元大TC
29385,717360 WS永豐
29386,717361 WT永豐
29387,717362 WU永豐
29388,717363 WV永豐
29389,717364 WW永豐
29390,717365 統一V2
29391,717366 統一V3
29392,717367 TY凱基
29393,717368 UB凱基
29394,717369 TZ凱基
29395,71736P 國票ZT
29396,71736P 精測康和87售01
29397,71737 台証SW
29398,717370 國票QJ
29399,717371 QL元大
29400,717372 QM元大
29401,717373 QQ元大
29402,717374 QR元大
29403,717375 P6富邦
29404,717376 統一V4
29405,717377 統一V5
29406,717378 統一V6
29407,717379 統一V7
29408,71737P 元富T7
29409,71737P 台燿元大87售02
29410,71738 台証SX
29411,717380 元富RD
29412,717381 元富RE
29413,717382 康和YV
29414,717383 康和YW
29415,717384 WX永豐
29416,717385 國泰RI
29417,717386 PH群益
29418,717387 PJ群益
29419,717388 PK群益
29420,717389 PL群益
29421,71738P RY兆豐
29422,71738P 泰博元大87售03
29423,71739 大華PT
29424,717390 PM群益
29425,717391 UV兆豐
29426,717392 UW兆豐
29427,717393 UX兆豐
29428,717394 UY兆豐
29429,717395 UZ兆豐
29430,717396 VA兆豐
29431,717397 國泰RJ
29432,717398 日盛VY
29433,717399 日盛WA
29434,71739P 元大V6
29435,71739P 勝麗元大87售03
29436,71740 國泰Q7
29437,717400 QS元大
29438,717401 QU元大
29439,717402 PN群益
29440,717403 PP群益
29441,717404 元富RF
29442,717405 VB兆豐
29443,717406 VC兆豐
29444,717407 VD兆豐
29445,717408 VE兆豐
29446,717409 VF兆豐
29447,71740P 元大W6
29448,71740P 環球晶元大87售13
29449,71741 國泰Q8
29450,717410 VG兆豐
29451,717411 康和YX
29452,717412 康和YY
29453,717413 WY永豐
29454,717414 WZ永豐
29455,717415 UC凱基
29456,717416 UD凱基
29457,717417 UE凱基
29458,717418 UF凱基
29459,717419 UG凱基
29460,71741P 凱基ZU
29461,71741P 頎邦元大87售01
29462,71742 國泰Q9
29463,717420 UH凱基
29464,717421 QW元大
29465,717422 QY元大
29466,717423 P7富邦
29467,717424 國泰RK
29468,717425 PS群益
29469,717426 PT群益
29470,717427 PU群益
29471,717428 統一V8
29472,717429 康和YM
29473,71742P 凱基ZV
29474,71742P 精華元富87售02
29475,71743 寶來PN
29476,717430 康和ZA
29477,717431 康和ZB
29478,717432 日盛WB
29479,717433 日盛WC
29480,717434 日盛WD
29481,717435 QZ元大
29482,717436 VJ兆豐
29483,717437 VK兆豐
29484,717438 XA永豐
29485,717439 XB永豐
29486,71743P 元富U5
29487,71743P 穩懋元富87售01
29488,71744 寶來PP
29489,717440 XC永豐
29490,717441 XD永豐
29491,717442 XE永豐
29492,717443 XF永豐
29493,717444 XG永豐
29494,717445 TN第一
29495,717446 國泰RM
29496,717447 PV群益
29497,717448 PW群益
29498,717449 PX群益
29499,71744P 元大PQ
29500,71744P 合晶永豐87售03
29501,71745 寶來PQ
29502,717450 統一V9
29503,717451 UJ凱基
29504,717452 UK凱基
29505,717453 國票QM
29506,717454 日盛WE
29507,717455 日盛WF
29508,717456 日盛WG
29509,717457 日盛WH
29510,717458 RA元大
29511,717459 RB元大
29512,71745P 元大W7
29513,71745P 牧德永豐87售05
29514,71746 寶來PR
29515,717460 RC元大
29516,717461 RG元大
29517,717462 RH元大
29518,717463 RK元大
29519,717464 P8富邦
29520,717465 P9富邦
29521,717466 Q1富邦
29522,717467 Q2富邦
29523,717468 Q3富邦
29524,717469 Q4富邦
29525,71746P 元大W8
29526,71746P 晟德元大87售03
29527,71747 寶來PS
29528,717470 元富RG
29529,717471 元富RJ
29530,717472 XJ永豐
29531,717473 XK永豐
29532,717474 XL永豐
29533,717475 XM永豐
29534,717476 XN永豐
29535,717477 XP永豐
29536,717478 XQ永豐
29537,717479 TP第一
29538,71747P 國泰TO
29539,71747P 牧德元富87售03
29540,71748 寶來PT
29541,717480 國泰RN
29542,717481 國泰RP
29543,717482 PY群益
29544,717483 統一W1
29545,717484 統一W2
29546,717485 UL凱基
29547,717486 UM凱基
29548,717487 UN凱基
29549,717488 TQ第一
29550,717489 國票QN
29551,71748P 康和XC
29552,71748P 穩懋永豐87售01
29553,71749 宏遠Q1
29554,717490 國票QP
29555,717491 XR永豐
29556,717492 XS永豐
29557,717493 XT永豐
29558,717494 日盛WJ
29559,717495 日盛WK
29560,717496 日盛WL
29561,717497 日盛WM
29562,717498 統一W3
29563,717499 元富RK
29564,71749P 大江元富87售02
29565,71749P 富邦VH
29566,71750 群益PQ
29567,717500 國泰RR
29568,717501 VL兆豐
29569,717502 VM兆豐
29570,717503 UP凱基
29571,717504 RM元大
29572,717505 RS元大
29573,717506 RX元大
29574,717507 RY元大
29575,717508 RZ元大
29576,717509 日盛WN
29577,71750P 元大QB
29578,71750P 先豐元富87售02
29579,71751 群益PR
29580,717510 日盛WP
29581,717511 國泰RS
29582,717512 QA群益
29583,717513 統一W4
29584,717514 元富RL
29585,717515 元富RM
29586,717516 元富RN
29587,717517 康和ZD
29588,717518 康和ZE
29589,717519 XU永豐
29590,71751P 元大QC
29591,71751P 勝麗元富87售02
29592,71752 國泰S1
29593,717520 XV永豐
29594,717521 XW永豐
29595,717522 TR第一
29596,717523 TS第一
29597,717524 Q5富邦
29598,717525 SH元大
29599,717526 SJ元大
29600,717527 元富RP
29601,717528 元富RQ
29602,717529 元富RR
29603,71752P 信昌電元大88售01
29604,71752P 日盛SY
29605,71753 工銀PL
29606,717530 元富RS
29607,717531 VN兆豐
29608,717532 康和ZG
29609,717533 康和ZH
29610,717534 XX永豐
29611,717535 XY永豐
29612,717536 XZ永豐
29613,717537 YA永豐
29614,717538 YB永豐
29615,717539 YC永豐
29616,71753P 元太元大87售03
29617,71753P 元富U9
29618,71754 工銀PM
29619,717540 YD永豐
29620,717541 UQ凱基
29621,717542 UR凱基
29622,717543 US凱基
29623,717544 日盛WQ
29624,717545 日盛WR
29625,717546 日盛WS
29626,717547 國票QQ
29627,717548 TT第一
29628,717549 國泰RT
29629,71754P 康和XH
29630,71754P 牧德元大87售03
29631,71755 永昌R4
29632,717550 SW元大
29633,717551 SZ元大
29634,717552 QC群益
29635,717553 統一W5
29636,717554 統一W6
29637,717555 UT凱基
29638,717556 UU凱基
29639,717557 UV凱基
29640,717558 UW凱基
29641,717559 VP兆豐
29642,71755P PF國泰
29643,71755P 環球晶群益87售05
29644,71756 永昌R5
29645,717560 YF永豐
29646,717561 YG永豐
29647,717562 YH永豐
29648,717563 元富RU
29649,717564 元富RV
29650,717565 元富RW
29651,717566 元富RX
29652,717567 日盛WT
29653,717568 日盛WU
29654,717569 日盛WV
29655,71756P 富邦VJ
29656,71756P 聯亞群益87售01
29657,71757 永昌R6
29658,717570 TB元大
29659,717571 TE元大
29660,717572 TG元大
29661,717573 TH元大
29662,717574 TL元大
29663,717575 元富RZ
29664,717576 元富SA
29665,717577 元富SB
29666,717578 元富SC
29667,717579 康和ZJ
29668,71757P PZ凱基
29669,71757P 環球晶國泰88售01
29670,71758 群益PS
29671,717580 YI永豐
29672,717581 YJ永豐
29673,717582 YK永豐
29674,717583 YL永豐
29675,717584 YM永豐
29676,717585 YN永豐
29677,717586 YP永豐
29678,717587 TU第一
29679,717588 TV第一
29680,717589 QD群益
29681,71758P 康和XJ
29682,71758P 欣銓元富87售02
29683,71759 國票Q3
29684,717590 QE群益
29685,717591 Q6富邦
29686,717592 Q7富邦
29687,717593 Q8富邦
29688,717594 Q9富邦
29689,717595 R1富邦
29690,717596 統一W7
29691,717597 UX凱基
29692,717598 UY凱基
29693,717599 UZ凱基
29694,71759P 元大SW
29695,71759P 頎邦元富87售01
29696,71760 國票Q4
29697,717600 VA凱基
29698,717601 日盛WW
29699,717602 UE元大
29700,717603 UF元大
29701,717604 UQ元大
29702,717605 UV元大
29703,717606 UX元大
29704,717607 UY元大
29705,717608 WC元大
29706,717609 WH元大
29707,71760P QU永豐
29708,71760P 環球晶凱基87售07
29709,71761 康和PF
29710,717610 WJ元大
29711,717611 元富SD
29712,717612 元富SE
29713,717613 VQ兆豐
29714,717614 VR兆豐
29715,717615 VS兆豐
29716,717616 VT兆豐
29717,717617 VU兆豐
